author_id,display_name,year,journal_count,conference_count,total_outputs
https://openalex.org/A5017647208,Lamech M. Mwapagha,2023,5,0,5
https://openalex.org/A5017647208,Lamech M. Mwapagha,2024,4,0,4
https://openalex.org/A5017647208,Lamech M. Mwapagha,2025,3,0,3
https://openalex.org/A5018591772,Fenni Shidhika,2024,3,0,3
https://openalex.org/A5020216805,Dibaba Bayisa Gemechu,2023,2,0,2
https://openalex.org/A5020216805,Dibaba Bayisa Gemechu,2025,1,0,1
https://openalex.org/A5020610304,Festus S. Shafodino,2023,4,0,4
https://openalex.org/A5020610304,Festus S. Shafodino,2025,1,0,1
https://openalex.org/A5021061316,Peter Kaulbach,2024,0,0,1
https://openalex.org/A5021726221,Philip Mensah,2025,1,0,1
https://openalex.org/A5022886958,Clayton Peel,2023,1,0,2
https://openalex.org/A5022886958,Clayton Peel,2024,1,0,2
https://openalex.org/A5023149798,Jennilee Kohima,2023,0,0,1
https://openalex.org/A5023149798,Jennilee Kohima,2025,1,0,1
https://openalex.org/A5023756266,Samuel Akinsola,2024,0,0,1
https://openalex.org/A5023765197,Kwabena Abrokwah-Larbi,2024,1,0,1
https://openalex.org/A5023765197,Kwabena Abrokwah-Larbi,2025,1,0,1
https://openalex.org/A5024430476,Fungai Bhunu Shava,2023,0,0,13
https://openalex.org/A5024430476,Fungai Bhunu Shava,2024,2,0,9
https://openalex.org/A5024430476,Fungai Bhunu Shava,2025,1,0,1
https://openalex.org/A5025064921,Hilde Amushembe,2024,0,0,3
https://openalex.org/A5027190701,Sylvia Ndapewa Ithindi,2023,2,0,2
https://openalex.org/A5027190701,Sylvia Ndapewa Ithindi,2024,1,0,1
https://openalex.org/A5028385440,Asa Romeo,2023,6,0,7
https://openalex.org/A5028385440,Asa Romeo,2024,2,0,3
https://openalex.org/A5028385440,Asa Romeo,2025,3,0,3
https://openalex.org/A5029113399,Isaac Makosa,2023,0,0,2
https://openalex.org/A5029113399,Isaac Makosa,2025,0,0,1
https://openalex.org/A5030235244,Habauka M. Kwaambwa,2023,0,0,2
https://openalex.org/A5030235244,Habauka M. Kwaambwa,2024,2,0,2
https://openalex.org/A5032326488,Sebastian Mukumbira,2023,1,0,2
https://openalex.org/A5034537312,Laizah Sashah Mutasa,2025,1,0,1
https://openalex.org/A5035457899,Philip Opoku Mensah,2025,1,0,1
https://openalex.org/A5036079374,Kingsley Chidozie Uchezuba,2023,0,0,1
https://openalex.org/A5042240273,Rosetha Kays,2023,1,0,3
https://openalex.org/A5044021837,Johanna Pangeiko Nautwima,2023,6,0,7
https://openalex.org/A5044021837,Johanna Pangeiko Nautwima,2024,1,0,2
https://openalex.org/A5044021837,Johanna Pangeiko Nautwima,2025,2,0,2
https://openalex.org/A5045293808,Anicia Peters,2023,0,0,4
https://openalex.org/A5045293808,Anicia Peters,2024,0,0,1
https://openalex.org/A5045293808,Anicia Peters,2025,1,0,2
https://openalex.org/A5046153722,Natalia Shakela,2024,1,0,1
https://openalex.org/A5047183475,Thomas Moongo,2023,1,0,1
https://openalex.org/A5047568555,Percy Chimwamurombe,2023,3,0,4
https://openalex.org/A5047568555,Percy Chimwamurombe,2024,3,0,4
https://openalex.org/A5047568555,Percy Chimwamurombe,2025,1,0,2
https://openalex.org/A5048142966,Vimbai J. Marufu,2023,1,0,1
https://openalex.org/A5049295652,Meed Mbidzo,2023,1,0,1
https://openalex.org/A5049295652,Meed Mbidzo,2024,0,0,2
https://openalex.org/A5049970383,Uchendu Eugene Chigbu,2023,5,0,5
https://openalex.org/A5049970383,Uchendu Eugene Chigbu,2024,1,0,2
https://openalex.org/A5049970383,Uchendu Eugene Chigbu,2025,1,0,1
https://openalex.org/A5050435260,Clemens Nuunyango,2023,0,0,1
https://openalex.org/A5050706792,K. S. Sastry Musti,2023,0,0,9
https://openalex.org/A5050706792,K. S. Sastry Musti,2024,0,0,5
https://openalex.org/A5050706792,K. S. Sastry Musti,2025,0,0,2
https://openalex.org/A5050774220,Sulaiman Olusegun Atiku,2023,4,0,10
https://openalex.org/A5050774220,Sulaiman Olusegun Atiku,2024,6,0,8
https://openalex.org/A5050774220,Sulaiman Olusegun Atiku,2025,3,0,5
https://openalex.org/A5050974623,Heike Winschiers‐Theophilus,2023,5,0,18
https://openalex.org/A5050974623,Heike Winschiers‐Theophilus,2024,3,0,11
https://openalex.org/A5050974623,Heike Winschiers‐Theophilus,2025,2,0,14
https://openalex.org/A5051369835,Jaquiline Tatenda Kurasha,2023,2,0,3
https://openalex.org/A5051369835,Jaquiline Tatenda Kurasha,2025,1,0,1
https://openalex.org/A5051944991,Rumbidzai Chitakunye,2023,0,0,1
https://openalex.org/A5052207395,Titus Nghipulile,2023,2,0,3
https://openalex.org/A5052207395,Titus Nghipulile,2025,1,0,1
https://openalex.org/A5054573971,Jonas Addai‐Mensah,2024,1,0,1
https://openalex.org/A5054573971,Jonas Addai‐Mensah,2025,1,0,1
https://openalex.org/A5057074268,Elizabeth Ndakukamo,2023,1,0,1
https://openalex.org/A5057074268,Elizabeth Ndakukamo,2025,1,0,1
https://openalex.org/A5057709779,Ambrose Azeta,2023,1,0,9
https://openalex.org/A5057709779,Ambrose Azeta,2024,3,0,13
https://openalex.org/A5057709779,Ambrose Azeta,2025,0,0,1
https://openalex.org/A5057856717,Munyaradzi Zivuku,2023,1,0,1
https://openalex.org/A5057856717,Munyaradzi Zivuku,2024,1,0,1
https://openalex.org/A5058108524,Andrit Lourens,2023,2,0,2
https://openalex.org/A5058108524,Andrit Lourens,2024,1,0,2
https://openalex.org/A5058108524,Andrit Lourens,2025,2,0,2
https://openalex.org/A5058353299,Cunera Buys,2023,1,0,1
https://openalex.org/A5058480713,Mallikarjun Pillalamarry,2023,2,0,2
https://openalex.org/A5059644184,Katazo N. Amunkete,2023,0,0,1
https://openalex.org/A5059766531,Martha Amwaama,2023,2,0,3
https://openalex.org/A5061737867,Karikari Amoa‐Gyarteng,2025,2,0,2
https://openalex.org/A5063329835,Tafirenyika Sunde,2023,2,0,2
https://openalex.org/A5063329835,Tafirenyika Sunde,2024,5,0,5
https://openalex.org/A5063329835,Tafirenyika Sunde,2025,5,0,5
https://openalex.org/A5063953101,Joshua Abolarinwa,2023,1,0,3
https://openalex.org/A5063953101,Joshua Abolarinwa,2024,1,0,1
https://openalex.org/A5064198188,Kedir Mohammed Bushira,2024,1,0,1
https://openalex.org/A5064198188,Kedir Mohammed Bushira,2025,1,0,1
https://openalex.org/A5064793440,Ndinelago Tupopila Nashandi,2023,0,0,3
https://openalex.org/A5066498692,Lameck Mbangula Amugongo,2023,0,0,2
https://openalex.org/A5066498692,Lameck Mbangula Amugongo,2025,1,0,1
https://openalex.org/A5068240672,Laina Alexander,2023,1,0,1
https://openalex.org/A5068917439,Godwin Kaisara,2024,2,0,2
https://openalex.org/A5068917439,Godwin Kaisara,2025,1,0,1
https://openalex.org/A5069203855,Faith Fransisca Kavishe,2023,1,0,1
https://openalex.org/A5069203855,Faith Fransisca Kavishe,2024,0,0,1
https://openalex.org/A5070808339,Attlee M. Gamundani,2023,0,0,13
https://openalex.org/A5070808339,Attlee M. Gamundani,2024,1,0,7
https://openalex.org/A5070808339,Attlee M. Gamundani,2025,1,0,1
https://openalex.org/A5071237117,Godfrey Dzinomwa,2023,3,0,4
https://openalex.org/A5071237117,Godfrey Dzinomwa,2025,1,0,1
https://openalex.org/A5073359700,Benjamin Akinmoyeje,2023,0,0,2
https://openalex.org/A5073359700,Benjamin Akinmoyeje,2024,0,0,1
https://openalex.org/A5073439767,Kaulyaalalwa Peter,2023,0,0,3
https://openalex.org/A5073439767,Kaulyaalalwa Peter,2024,0,0,1
https://openalex.org/A5073439767,Kaulyaalalwa Peter,2025,0,0,1
https://openalex.org/A5073739387,Eric Yankson,2023,2,0,4
https://openalex.org/A5073739387,Eric Yankson,2024,1,0,2
https://openalex.org/A5073739387,Eric Yankson,2025,1,0,1
https://openalex.org/A5074991564,Irja Shaanika,2023,0,0,6
https://openalex.org/A5074991564,Irja Shaanika,2025,2,0,2
https://openalex.org/A5075828455,Victor Uzoma Nwagbara,2023,1,0,1
https://openalex.org/A5075828455,Victor Uzoma Nwagbara,2024,0,0,1
https://openalex.org/A5075828455,Victor Uzoma Nwagbara,2025,1,0,1
https://openalex.org/A5077135594,Tendai M. Nzuma,2023,1,0,1
https://openalex.org/A5077135594,Tendai M. Nzuma,2024,1,0,1
https://openalex.org/A5077738086,Andrew Jeremiah,2023,0,0,2
https://openalex.org/A5077738086,Andrew Jeremiah,2025,1,0,1
https://openalex.org/A5078190558,Jude Osakwe,2023,2,0,11
https://openalex.org/A5078190558,Jude Osakwe,2025,0,0,1
https://openalex.org/A5080259392,Sylvanus Ameh Onjefu,2023,2,0,2
https://openalex.org/A5080259392,Sylvanus Ameh Onjefu,2025,1,0,1
https://openalex.org/A5080299267,G. Cloete,2023,0,0,1
https://openalex.org/A5080299267,G. Cloete,2024,1,0,1
https://openalex.org/A5082718841,Hugh I. Ellis,2024,1,0,1
https://openalex.org/A5083184119,Booysen Sabeho Tubulingane,2023,0,0,2
https://openalex.org/A5083789776,Alphons Kahuhu Koruhama,2023,0,0,2
https://openalex.org/A5083789776,Alphons Kahuhu Koruhama,2024,1,0,1
https://openalex.org/A5083789776,Alphons Kahuhu Koruhama,2025,0,0,2
https://openalex.org/A5085327337,Hilma Rantilla Amwele,2023,0,0,1
https://openalex.org/A5085327337,Hilma Rantilla Amwele,2024,0,0,2
https://openalex.org/A5085327337,Hilma Rantilla Amwele,2025,1,0,1
https://openalex.org/A5085624777,Edosa Omoregie,2023,0,0,1
https://openalex.org/A5085776705,Shilumbe Chivuno‐Kuria,2023,0,0,1
https://openalex.org/A5085776705,Shilumbe Chivuno‐Kuria,2024,0,0,1
https://openalex.org/A5085968903,Yapo Guillaume Aboua,2023,1,0,1
https://openalex.org/A5085968903,Yapo Guillaume Aboua,2024,1,0,1
https://openalex.org/A5086074143,Jeff R. Muntifering,2023,1,0,1
https://openalex.org/A5086074143,Jeff R. Muntifering,2024,0,0,1
https://openalex.org/A5086074143,Jeff R. Muntifering,2025,1,0,1
https://openalex.org/A5090759443,Benjamin Mapani,2023,4,0,5
https://openalex.org/A5090759443,Benjamin Mapani,2024,3,0,5
https://openalex.org/A5090759443,Benjamin Mapani,2025,3,0,3
https://openalex.org/A5092059449,Pauline N. Nyashanu,2023,1,0,1
https://openalex.org/A5092443131,George Waliomuzibu Mukisa,2023,1,0,1
https://openalex.org/A5092443131,George Waliomuzibu Mukisa,2025,1,0,1
https://openalex.org/A5092458396,Mr Akot Benjamin Awanda,2023,0,0,1
https://openalex.org/A5092589199,Maria Nelago Kanyama,2023,0,0,1
https://openalex.org/A5092589199,Maria Nelago Kanyama,2024,2,0,5
https://openalex.org/A5092589199,Maria Nelago Kanyama,2025,1,0,1
https://openalex.org/A5092616430,Tinashe Kanengoni,2023,0,0,1
https://openalex.org/A5092616431,Takunda Hwaire,2023,0,0,1
https://openalex.org/A5092710568,Selma Auala,2023,0,0,5
https://openalex.org/A5092710568,Selma Auala,2024,0,0,4
https://openalex.org/A5092710568,Selma Auala,2025,0,0,6
https://openalex.org/A5092854860,Nghipundaka Jeremia,2023,0,0,1
https://openalex.org/A5093443313,Theresia Mushaandja,2023,1,0,1
https://openalex.org/A5093443313,Theresia Mushaandja,2024,0,0,1
https://openalex.org/A5093443313,Theresia Mushaandja,2025,1,0,1
https://openalex.org/A5093485172,Mewiliko Jimmy Namutenya,2023,0,0,1
https://openalex.org/A5093824625,Nhamu Isaac,2023,0,0,1
https://openalex.org/A5093931333,Emelda Gawas,2024,1,0,1
https://openalex.org/A5095110865,Joseph Shigwedha,2024,3,0,3
https://openalex.org/A5095110866,Helvi Ileka,2024,3,0,3
https://openalex.org/A5095110867,Penti Paulus,2024,1,0,1
https://openalex.org/A5099337482,Ibilola Odunlami,2024,1,0,1
https://openalex.org/A5101259298,Ajai Kumar Misra,2023,0,0,1
https://openalex.org/A5101259298,Ajai Kumar Misra,2024,0,0,1
https://openalex.org/A5103055991,Sandra Du Plessis,2023,0,0,1
https://openalex.org/A5103188400,Jason Mendes,2023,0,0,1
https://openalex.org/A5103188400,Jason Mendes,2024,0,0,1
https://openalex.org/A5104108089,Sarala Krishnamurthy,2023,1,0,2
https://openalex.org/A5104108089,Sarala Krishnamurthy,2024,1,0,1
https://openalex.org/A5107687222,Kofi Boamah,2024,1,0,1
https://openalex.org/A5114691177,Johannes Petrus Van der Walt,2024,1,0,1
https://openalex.org/A5116119188,Hermane Diesse,2025,1,0,1
